cid,name,address,architect,artists,built,caption,clergy,consecrated,dedication,denomination,englishname,fax,image,national,phone,titular,type,url
3455,"Santa Maria Madre dell’Ospitalità","Via del Torraccio 252",,,2009,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Mother of Hospitality",,,,,,,
1470,"Santa Maria Maggiore","42 Piazza di Santa Maria Maggiore 00185 Roma","Ferdinando Fuga",,"5th century",,,,"Blessed Virgin Mary","Roman Catholic","Great St Mary's",,Santa_maria_maggiore_051218-01.JPG,No,"06 44 65 836 / 06 48 14 287",No,"Papal basilica",
4449,"Santa Maria Maggiore in Aventino",,,,,,,,"Blessed Virgin Mary","Roman Catholic","St Mary Major on the Aventine",,,,"Piazza del Tempio di Diana",,"Deconsecrated and demolished",
3458,"Santa Maria Mater Dei","Via della Camilluccia 120",,,2003,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Mother of God",,,,,,,
3459,"Santa Maria Mater Ecclesiae a Torrino","Via Sciangai 10 (first building, Via Romualdo Chiesa 47)",,,"1988 (first building, 1966)",,,,"Blessed Virgin Mary","Roman Catholic","St Mary Mother of the Church at Torrino",,,,,,,
3460,"Santa Maria Mater Ecclesiae a Viale Vaticano","Viale Vaticano 62",,,1952,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Mother of God at Vatican Avenue",,,,,,,
4901,"Santa Maria Mater Misericordiae a Via Latina","Via Latina 28",,,"Early 20th century",,,,"Blessed Virgin Mary (Our Lady, Mother of Mercy)","Roman Catholic","St Catherine of Siena in the Latin Way",,,,,,,
3616,"Santa Maria Mater Orphanorum a Casal Morena","Via di Casal Morena 12",,,"Late 20th century",,"Clerks Regular of Somascha",,"Blessed Virgin Mary","Roman Catholic","St Mary, Mother of Orphans at Morena Farm",,,,,,"Convent chapel",
4969,"Santa Maria Mater Purissima a Ponte Linari","Via del Muro Linari 12",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Pure Mother at the Whitewashed Bridge",,,,,,,
3618,"Santa Maria Mater Salvatoris dei Salvatoriani","Via Filippo Clementi 40",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Mother of the Saviour of the Salvatorians",,,,,,,
3461,"Santa Maria Mediatrice alla Borgata Gordiani","Via Cori 4",,,"1960's",,,,"Blessed Virgin Mary (Our Lady Mediatrix)","Roman Catholic","St Mary Mediator at the Gordian Hamlet",,,,,,,
4667,"Santa Maria Mediatrice dei Francescani","Via Santa Maria Mediatrice  00177 Roma","Giovanni Muzio",,1940-1950,,,,"Blessed Virgin Mary","Roman Catholic Church","Our Lady the Mediatrix",,,,06-24.40.11.63,,,
3426,"Santa Maria Nuova a Casal Lumbroso","Vicolo del Casale Lumbroso",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary the New at Casal Lumbroso",,,,,,,
3462,"Santa Maria Odigitria al Tritone","Via del Tritone 82",,,"1594, mostly rebuilt 1817",,,,"Blessed Virgin Mary","Roman Catholic","St Mary Hodegetria at the Triton",,,,,,,
4616,"Santa Maria Porta Paradisi","Via Antonio Canova 29","Antonio da Sangallo the Younger","<nowiki>Andrea Sansovino</nowiki>","rebuilt in 1523",,,,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of Heaven's Gate",,,,,,,
5020,"Santa Maria Regina Angelorum","Via dei Georgofili 39",,,1961,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of the Angels",,,,,,,
3463,"Santa Maria Regina Apostolorum","Via Giuseppe Ferrari 1",,,1936,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of the Apostles",,,,,,,
3125,"Santa Maria Regina Coeli alla Lungara","Via della Lungara 29",,,1654,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of Heaven in the Lungara",,,,,,"Deconsecrated and demolished",
5371,"Santa Maria Regina Coeli delle Carmelitane Scalze","Via Monte Carmelo 7 (convent)",,,1965,,,,"Blessed Virgin Mary","Roman Catholic","St Mary Queen of Heaven of the Discalced Carmelite Nuns",,,,,,,
3468,"Santa Maria Regina Mundi a Torre Spaccata","Via Alessandro Barbosi 6",,,1970,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of the World at the Split Tower",,,,,,,
3621,"Santa Maria Regina Mundi delle Figlie della Carità","Via Francesco Albergotti 75",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of the World of the Daughters of Charity",,,,,,,
3466,"Santa Maria Regina Pacis a Monte Verde","Via Maurizio Quadrio 21",,,1932,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of Peace at Green Mountain",,,,,,,
3467,"Santa Maria Regina Pacis a Ostia Lido","Piazza Regina Pacis 13",,,1928,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of Peace at the Ostia Lido",,,,,,,
2045,"Santa Maria Regina degli Apostoli alla Montagnola","75 Via Antonino Pio  00145 Roma","Leo Favini",,1945-54,,,"November 1954","Blessed Virgin Mary","Roman Catholic Church","Our Lady Queen of the Apostles at Montagnola",,,,"06 59 60 27 16","Cardinal Noè","Titular church, Minor basilica","http://www.sanpaolo.org/reginapostoli/ website"
3464,"Santa Maria Regina dei Cuori","Via Romagna 44",,,1913,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of Hearts",,,,,,,
3465,"Santa Maria Regina dei Martiri in Via Ostiense","Via Carlo Casini 282",,,1968,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of Martyrs on the Ostian Way",,,,,,,
4629,"Santa Maria Regina dei Minori","Via Piemonte 70 (entrance on Via Sardegna)",,,1904,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of the Minors",,,,,,,
3374,"Santa Maria Regina della Pace a Tor Vergata","Via di Tor Vergata 309",,,"2008, rebuilt 2016",,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Queen of Peace at Tor Vergata",,,,,,,
3622,"Santa Maria Rosa Molas","Via Cervino 6",,,"20th century",,,,"Maria-Rosa Molas y Vallvé","Roman Catholic","St Mary-Rose Molas",,,,,,,
2084,"Santa Maria Scala Coeli","Via Laurentina 473   00142 Roma","Giacomo della Porta","Francesco Zucca",1538,,,,"Blessed Virgin Mary",,"Our Lady (the) Stairway to Heaven",,,,"06 54 01 655",,,
4467,"Santa Maria Sotto L'Arco","Aula Paolo VI, Vatican City",,,,,,,"Blessed Virgin Mary","Roman Catholic","St Mary Under the Arch",,,,,,Demolished,
5022,"Santa Maria Stella Maris a Castel Palocco","Viale dei Promontori 113",,,1977,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Star of the Sea",,,,,,,
3624,"Santa Maria Stella Maris a Mostacciano","Via Sergio De Vitis 100",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Star of the Sea at Mostacciano",,,,,,,
3471,"Santa Maria Stella Matutina","Via Lucilio 2",,,1951,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Morning Star",,,,,,,
3469,"Santa Maria Stella dell’Evangelizzazione","Via Amsterdam 5",,,2006,,,,"Blessed Virgin Mary","Roman Catholic","St Mary, Star of Evangelization",,,,,,,
3379,"Santa Maria a San Vittorino","Via di San Vittorino",,,1703,,,,"Blessed Virgin Mary","Roman Catholic","St Mary at St Victorinus",,,,,,,
3096,"Santa Maria a Setteville","Via Ludovico Muratori, 00010 Setteville di Guidonia",,,2000,,,,"Blessed Virgin Mary","Roman Catholic","Mary at Setteville",,,,,,,
4947,"Santa Maria ad Magos","Via Ardeatina, junction with Via dei Casali di Porta Medaglia",,,"15th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary at the Magician's",,,,,,,
2059,"Santa Maria ad Martyres","Piazza della Rotonda 12 00186 Roma",,"Alessandro Specchi, Bernardino Cametti, Vincenzo de Rossi et al.","27 BC",,,"c. 608","Blessed Virgin Mary","Roman Catholic Church","Our Lady and the Martyrs (Pantheon)",,,,"06 68 30 02 30",,,
4994,"Santa Maria ad Nives a Salone","Via Andrea Noale",,,"16th century",,,,"Blessed Virgin Mary (Our Lady of the Snows)","Roman Catholic","St Mary of the Snow at Salone",,,,,,,
4709,"Santa Maria ai Monti","41 Via della Madonna del Monti  00184 Roma","Giacomo della Porta, Carlo Lombardi, Flaminio Ponzi","Cristoforo Casolani, Giacinto Gimignani, Giovanni Anguilla et al.",1580,,Diocesan,,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of the Hills",,,,"06 48 55 31","Cardinal Urosa Savino",,
2020,"Santa Maria degli Angeli","9 Via Cernale (Piazza della Repubblica) 00185 Roma","Michelangelo Buonarroti, Jacopo Lo Duca",,"From 1563",,Diocesean,,,,"Our Lady of the Angels and the Martyrs",,,,"06 48 80 812",Yes,"Parish church",
4585,"Santa Maria degli Angeli all'Aeroporto di Fiumicino","Via dell'Aeroporto di Fiumicino 321, Fiumicino",,,"20th century",,,,"Blessed Virgin Mary (Our Lady, Queen of the Angels)","Roman Catholic","St Mary of the Angels at the Airport of Fiumicino",,,,,,,
3318,"Santa Maria dei Cerchi","Via dei Cerchi",,,"17th century","The apse of the demolished church.",,,"Blessed Virgin Mary","Roman Catholic","St Mary of the Circus",,SMdCerchi.JPG,,,,Demolished,
3319,"Santa Maria dei Foglianti","Via Rasella",,,1629,,,,"Blessed Virgin Mary","Roman Catholic","St Mary of the Foglianti",,,,,,,
2068,"Santa Maria dei Miracoli","528 Via del Corso / Piazza del Popolo 00187 Roma","Carlo Rainaldi, Gian Lorenzo Bernini, Carlo Fontana",,1597,,"Priests of the Sacred Heart",,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of Miracles",,,,"06 36 10 250",,,
3320,"Santa Maria dei Pellegrini e Sant’Aristide","Via Bernardo Pasquini 34",,,"20th century",,,,"Blessed Virgin Mary and Aristides the Apologist","Roman Catholic","SS Mary of the Pilgrims and Aristides",,,,,,,
2085,"Santa Maria dei Sette Dolori","Via Garibaldi 27   00153 Roma",Borromini,,1662,,,,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of the Seven Griefs",,Maria_dei_Sette_Dolori.jpg,,"06 58 97 327",,,
3321,"Santa Maria del Buon Aiuto nell’ Anfiteatro Castrense","Piazza Santa Croce",,,1476,,,,"Blessed Virgin Mary","Roman Catholic","St Mary of Good Help in the Amphitheatre of the Military Camp",,,,,,,
3322,"Santa Maria del Buon Consiglio a Porta Furba","Via Tuscolana 613",,,1916,,,,"Blessed Virgin Mary (Our Lady of Good Counsel)","Roman Catholic","St Mary of Good Counsel at Furba Port",,,,,,,
4728,"Santa Maria del Buon Consiglio a Tor de' Conti","Via di Tor de'Conti",,,"19th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary of Good Counsel at the Cricket Entrance",,,,,,,
3324,"Santa Maria del Buon Consiglio ai Monti","Via del Buon Consiglio 19",,,Mediaeval,,,,"Blessed Virgin Mary","Roman Catholic","St Mary of Good Counsel at Monti",,,,,,Deconsecrated,
3330,"Santa Maria del Buon Riposo in Via Portuense","Via Portuense",,,"17th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary of Good Repose at Via Portuense",,,,,,Deconsecrated,
3326,"Santa Maria del Buon Viaggio","Via del Porto di Ripa Grande 8",,,"End 17th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary of the Good Voyage",,,,,,,
3327,"Santa Maria del Carmelo a Mostacciano","Piazza Beata Vergine del Carmelo 10",,,1986,,,,"Blessed Virgin Mary (Our Lady of Carmel)","Roman Catholic","St Mary of Carmel at Mostacciano",,,,,,,
2053,"Santa Maria del Carmine alle Tre Cannelle","4 Via del Carmine 00187 Roma","Michelangelo Specchi","Gaspare Celio, Sebastiano Conca, Giovanni Pirri","1605 - 1750",,Diocesan,,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of Mount Carmel at Tre Cannelle",,,,"06 67 81 161",,,
3328,"Santa Maria del Carmine e San Giuseppe al Casaletto","Via del Casaletto 691",,,"1773, 1853, 1933 (three churches)",,,,"Blessed Virgin Mary (Our Lady of Carmel) and Joseph","Roman Catholic","St Mary of Carmel and St Joseph at Casaletto",,,,,,,
4452,"Santa Maria del Carmine e Sant'Antonio","Via del Teatro di Marcello (north end)",,,,,,,"Blessed Virgin Mary and Anthony of Padua","Roman Catholic","St Mary of Carmel and St Anthony",,,,,,Demolished,
3384,"Santa Maria del Carmine e del Monte Libano","Vicolo dei Costaguti",,,1759,,,,"Blessed Virgin Mary (Our Lady of Mount Carmel)","Roman Catholic","St Mary of Carmel and of Mount Lebanon",,,,,,Deconsecrated,
4454,"Santa Maria del Carmine in Trastevere","Viale di Trastevere (opposite San Crisogono)",,,"17th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary of Carmel in Trastevere",,,,,,"Deconsecrated and demolished",
4586,"Santa Maria del Divino Amore","12 Vicolo del Divino Amore 00186 Roma","Filippo Raguzzini",,"12th century, rebuilt 1729","Exterior of Chiesa del Divino Amore",,,"Blessed Virgin Mary","Roman Catholic","Our Lady of Divine Love",,Divinoamore.JPG,,"06 67 94 612 06 68 73 640",,"Confraternity church",
1519,"Santa Maria del Pianto","20 Via Santa Maria dei Calderari",,,1616,,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of Grief",,,No,,No,,
3332,"Santa Maria del Ponte e San Giuseppe","Via Albi 89",,,"Late 20th century",,,,"Blessed Virgin Mary, Joseph","Roman Catholic","St Mary of the Bridge and St Joseph",,,,,,,
2079,"Santa Maria del Popolo","12 Piazza del Popolo 00187 Roma","Baccio Pontelli, Gian Lorenzo Bernini","<nowiki>Raphael, Lorenzetto,Luigi de Pace. Caravaggio et.al.</nowiki>","1099, rebuilt 1472&ndash;1479",,"Augustinian friars",,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of the People",,Maria_del_Popolo.jpg,,"06 36 10 836","Stanislaw Dziwisz","Minor basilica",
2081,"Santa Maria del Priorato","Piazza dei Cavalieri di Malta","Giovanni Battista Piranesi","Paolo Romano","18th century",,,,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of the Priory",,,,,,,
4832,"Santa Maria del Riposo","Via Aurelia 327",,,"Early 16th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary of Rest",,,,,,,
3333,"Santa Maria del Ritiro al Gianicolo","Via San Francesco di Sales 25",,,"Early 20th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary of the Retreat on the Janiculum",,,,,,,
3334,"Santa Maria del Rosario a Monte Mario","Via Trionfale 175",,,1726,,,,"Blessed Virgin Mary (Our Lady of the Rosary)","Roman Catholic","St Mary of the Rosary on Mount Marius",,,,,,,
3335,"Santa Maria del Rosario ai Martiri Portuensi","Via Chiusdino 16",,,2007,,,,"Blessed Virgin Mary (Our Lady of the Rosary), Portuensian Martyrs","Roman Catholic","St Mary of the Rosary and the Portuensian Martyrs",,,,,,,
3336,"Santa Maria del Rosario della Divina Provvidenza","Via di Ripetta 231",,,"18th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary of the Rosary of Divine Providence",,,,,,Deconsecrated,
3889,"Santa Maria del Rosario di Pompei alla Magliana","Piazza della Madonna di Pompei",,,1915,,,,"Blessed Virgin Mary (Our Lady of Pompeii)","Roman Catholic","St Mary of the Rosary at Magliana",,,,,,,
3337,"Santa Maria del Rosario di Pompeii alla Magliana",,,,1915,,,,"Blessed Virgin Mary (Our Lady of the Rosary)","Roman Catholic","St Mary of the Rosary of Pompeii at Magliana",,,,,,,
4600,"Santa Maria del Rosario e San Pietro Chanel","Via Cernaia 14/B",,,1898,,,,"Blessed Virgin Mary (Our Lady of the Rosary), St Peter Chanel","Roman Catholic","St Mary of the Rosary and St Peter Chanel",,SMRosarioPompei.jpg,,,,,
3338,"Santa Maria del Rosario in Prati","Via Germanico 94",,,1916,,,,"Blessed Virgin Mary (Our Lady of the Rosary)","Roman Catholic","St Mary of the Rosary in the Meadows",,,,,,,
4466,"Santa Maria del Rosario nel Castello","Castel Sant'Angelo",,,,,,,"Blessed Virgin Mary","Roman Catholic","St Mary of the Rosary in the Castle",,,,,,Demolished,
4418,"Santa Maria del Rosario nel Cimitero di Santo Spirito","Via Urbano VIII (north end)",,,"18th century",,,,"Blessed Virgin Mary (Our Lady of the Rosary)","Roman Catholic","St Mary of the Rosary in the Cemetery of the Holy Spirit",,,,,,"Deconsecrated and demolished",
3600,"Santa Maria del Servizio alla Borgata del Podere Buccari","Via Usseglio 44",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary of Service at the Hamlet of Buccari Farm",,,,,,,
3339,"Santa Maria del Soccorso","Via del Badile 1",,,1938,,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of Help",,,,,,,
3113,"Santa Maria del Soccorso al Monte di Pietà","Piazza del Monte di Pietà 32",,,1696,,,,"Blessed Virgin Mary","Roman Catholic","St Mary of Help at the Mountain of Piety",,,,,,,
3340,"Santa Maria del Soccorso e San Filippo Neri a Castelporziano","Village of Castel Porziano",,,"Early 16th century? 19th century",,,,"Blessed Virgin Mary, Philip Neri","Roman Catholic","St Mary of Help and St Philip Neri at Porziano Castle",,,,,,,
3108,"Santa Maria del Sole","Piazza Bocca della Verità",,,"About 100 BC (temple), 12th century (church)",,,,"Blessed Virgin Mary","Roman Catholic","St Mary of the Sun",,,,,,Deconsecrated,
3341,"Santa Maria del Suffragio","Via Giulia 59a",,,1669,,,,"Blessed Virgin Mary","Roman Catholic","St Mary of Suffrage",,,,,,,
4647,"Santa Maria del Terzo Millennio alle Tre Fontane","Via Laurentina 450",,,1956,,,,"Blessed Virgin Mary (Our Lady of Revelation)","Roman Catholic","St Mary of the Third Millennium at the Three Fountains",,,,,,,
2044,"Santa Maria dell'Anima","Via Santa Maria dell'Anima 64",,,1500,,,,"Blessed Virgin Mary","Roman Catholic","St Mary of the Souls",,,,,,,
2049,"Santa Maria dell'Archetto","Via di San Marcello 41  00187 Roma","Virginio Vespagniani Constantino Brumidi","Luigi Simonetti",1851,,,,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of the Bow",,,,,,,
4497,"Santa Maria dell'Arco Oscuro","Via delle Belle Arti",,,1797,,,,"Blessed Virgin Mary","Roman Catholic","St Mary at the Dark Arch",,,,,,,
4450,"Santa Maria dell'Arco in un Torrione","Viale Giotto",,,,,,,"Blessed Virgin Mary","Roman Catholic","St Mary of the Arch in a Tower",,,,,,,
4498,"Santa Maria dell'Assunzione al Collegio Clementino","Piazza Nicosia",,,"17th century",,,,"Blessed Virgin Mary, Assumption","Roman Catholic","St Mary of the Assumption at the Clementine College",,,,,,"Deconsecrated and demolished",
4677,"Santa Maria dell'Orazione e Morte",,"Fernando Fuga",,"1576, rebuilt 1732 to 1737.",,,,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of Eulogies and of the Dead",,,,,,,
1564,"Santa Maria dell'Orto","10, Via Anicia - 00153 Rome","Giulio Romano, Guidetto Guidetti, Jacopo Barozzi","Giovanni Baglione, Federico Zuccari, Taddeo Zuccari",1530&ndash;1579,,,,"Blessed Virgin Mary","Roman Catholic","St Mary in the Garden",,,,00390658301874,,,
2087,"Santa Maria dell'Umiltà","30 Via dell'Umiltà 00187 Roma","<nowiki>Paolo Marucelli, Carlo Fontana</nowiki>","Vincenzo Felici, Francesco Cavallini, Antonio Raggi",1641-1646,,,,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of Humility",,,,"06 67 89 184   06 69 00 11",,,
3345,"Santa Maria della Clemenza a Trastevere","Vicolo del Piede 14",,,"Early 17th century",,,,"Blessed Virgin Mary","Roman Catholic","St Mary of Clemency in Trastevere",,,,,,Deconsecrated,
4457,"Santa Maria della Concezione alla Lungara","Via della Lungara (near Ponte G. Mazzini)",,,1723,,,,"Blessed Virgin Mary (Immaculate Conception)","Roman Catholic","St Mary of the (Immaculate) Conception at the Lungara",,,,,,Demolished,
2022,"Santa Maria della Concezione dei Cappuccini","27 Via Veneto  00187 Roma","Antonio Casoni","Domenichino, Gherardo delle Notti, Guido Reni et al.","1626 to 1631",,"Friars Minor Capuchin",,"Blessed Virgin Mary","Roman Catholic Church","Our Lady of the Conception of the Capuchins",,,,"06 45 28 50",,,"http://www.cappucciniviaveneto.it/ Official site"
4475,"Santa Maria della Concezione dei Sacconi Turchini","Via della Madonna dei Monti",,,"17th century",,,,"Blessed Virgin Mary (Immaculate Conception)","Roman Catholic","St Mary of the (Immaculate) Conception of the Turquoise Mantles",,,,,,Demolished,
